ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location,month,month_name,day,hour
14084104,JK116420,2026-01-14 22:10:00,091XX S ADA ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,2222,22,21.0,73.0,08A,1168933.0,1844190.0,2026,01/22/2026 03:42:43 PM,41.727971783,-87.656759691,"(41.727971783, -87.656759691)",1,January,Wednesday,22
14083804,JK116019,2026-01-14 21:30:00,021XX N LAVERGNE AVE,1242,DECEPTIVE PRACTICE,COMPUTER FRAUD,APARTMENT,False,False,2522,25,26.0,19.0,11,1142710.0,1913741.0,2026,01/22/2026 03:42:43 PM,41.919355699,-87.75109413,"(41.919355699, -87.75109413)",1,January,Wednesday,21
14083905,JK115959,2026-01-14 20:30:00,047XX S FORRESTVILLE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,223,2,3.0,38.0,08A,1180726.0,1873728.0,2026,01/22/2026 03:42:43 PM,41.808764591,-87.612653394,"(41.808764591, -87.612653394)",1,January,Wednesday,20
14083487,JK115688,2026-01-14 18:15:00,064XX W DIVERSEY AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,SMALL RETAIL STORE,False,False,2512,25,36.0,19.0,08A,1132803.0,1917907.0,2026,01/22/2026 03:42:43 PM,41.930966504,-87.78739692,"(41.930966504, -87.78739692)",1,January,Wednesday,18
14086210,JK119129,2026-01-14 16:00:00,105XX S NORMAL AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,2233,22,21.0,49.0,08A,1174824.0,1834970.0,2026,01/22/2026 03:42:43 PM,41.702541716,-87.63545369,"(41.702541716, -87.63545369)",1,January,Wednesday,16
14083136,JK114899,2026-01-14 11:22:00,055XX N WINTHROP AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,2023,20,48.0,77.0,08A,1167870.0,1936921.0,2026,01/22/2026 03:42:43 PM,41.982456621,-87.657981882,"(41.982456621, -87.657981882)",1,January,Wednesday,11
14083137,JK114913,2026-01-14 11:14:00,076XX S INGLESIDE AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,False,False,624,6,8.0,69.0,11,1183887.0,1854522.0,2026,01/22/2026 03:42:43 PM,41.755988309,-87.601659068,"(41.755988309, -87.601659068)",1,January,Wednesday,11
14083662,JK114684,2026-01-14 09:25:00,017XX W FOSTER AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,COMMERCIAL / BUSINESS OFFICE,False,False,2012,20,40.0,77.0,11,1163875.0,1934583.0,2026,01/22/2026 03:42:43 PM,41.976126563,-87.672740787,"(41.976126563, -87.672740787)",1,January,Wednesday,9
14083024,JK114417,2026-01-14 07:50:00,086XX S DANTE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,True,412,4,8.0,45.0,08A,1187373.0,1848068.0,2026,01/22/2026 03:42:43 PM,41.738195836,-87.589088405,"(41.738195836, -87.589088405)",1,January,Wednesday,7
14084146,JK116440,2026-01-14 07:29:00,020XX W BIRCHWOOD AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,2424,24,49.0,1.0,08A,1161210.0,1949800.0,2026,01/22/2026 03:42:43 PM,42.017938476,-87.682115453,"(42.017938476, -87.682115453)",1,January,Wednesday,7
14082992,JK114332,2026-01-14 05:43:00,057XX N TRIPP AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,OTHER (SPECIFY),False,False,1711,17,39.0,13.0,08A,1147153.0,1937795.0,2026,01/22/2026 03:42:43 PM,41.985277888,-87.734151911,"(41.985277888, -87.734151911)",1,January,Wednesday,5
14082903,JK114296,2026-01-14 03:13:00,018XX N RIDGEWAY AVE,502P,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,False,False,2535,25,26.0,22.0,26,1151084.0,1912039.0,2026,01/22/2026 03:42:43 PM,41.914525122,-87.720371386,"(41.914525122, -87.720371386)",1,January,Wednesday,3
14084420,JK117004,2026-01-14 02:49:00,008XX N MOZART ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,1211,12,36.0,24.0,08A,1157225.0,1905739.0,2026,01/22/2026 03:42:43 PM,41.897114739,-87.697981589,"(41.897114739, -87.697981589)",1,January,Wednesday,2
14082864,JK114230,2026-01-13 23:55:00,017XX N SPRINGFIELD AVE,502P,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,False,False,2535,25,26.0,20.0,26,1150108.0,1911363.0,2026,01/21/2026 03:43:01 PM,41.9126892,-87.723974739,"(41.9126892, -87.723974739)",1,January,Tuesday,23
14085874,JK118628,2026-01-13 19:00:00,106XX S OGLESBY AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,True,434,4,10.0,51.0,08A,1194030.0,1834911.0,2026,01/21/2026 03:43:01 PM,41.701931209,-87.565129292,"(41.701931209, -87.565129292)",1,January,Tuesday,19
14082500,JK113875,2026-01-13 16:57:00,040XX W 26TH ST,502P,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,VEHICLE NON-COMMERCIAL,True,False,1013,10,22.0,30.0,26,1149982.0,1886421.0,2026,01/21/2026 03:43:01 PM,41.844248026,-87.725087021,"(41.844248026, -87.725087021)",1,January,Tuesday,16
14083134,JK114725,2026-01-13 16:42:00,065XX W FULLERTON AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,OTHER (SPECIFY),False,False,2512,25,36.0,19.0,08A,1132115.0,1915232.0,2026,01/21/2026 03:43:01 PM,41.923637978,-87.789987521,"(41.923637978, -87.789987521)",1,January,Tuesday,16
14085564,JK117809,2026-01-13 16:07:00,006XX W WRIGHTWOOD AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,False,False,1935,19,43.0,7.0,11,1171772.0,1917593.0,2026,01/21/2026 03:43:01 PM,41.92933468,-87.644202999,"(41.92933468, -87.644202999)",1,January,Tuesday,16
14082698,JK113688,2026-01-13 14:58:00,029XX N HARDING AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,OTHER (SPECIFY),False,False,2523,25,31.0,21.0,08A,1149541.0,1919304.0,2026,01/21/2026 03:43:01 PM,41.934491057,-87.725851099,"(41.934491057, -87.725851099)",1,January,Tuesday,14
14083286,JK115055,2026-01-13 13:50:00,100XX W BALMORAL AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA,False,False,1654,16,41.0,76.0,11,1108491.0,1934242.0,2026,01/21/2026 03:43:01 PM,41.976182125,-87.876421145,"(41.976182125, -87.876421145)",1,January,Tuesday,13
14083439,JK115504,2026-01-13 13:00:00,081XX S DREXEL AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,True,631,6,8.0,44.0,08A,1183650.0,1851227.0,2026,01/21/2026 03:43:01 PM,41.746952014,-87.602630163,"(41.746952014, -87.602630163)",1,January,Tuesday,13
14082540,JK114057,2026-01-13 13:00:00,007XX N DEARBORN ST,2820,OTHER OFFENSE,TELEPHONE THREAT,MEDICAL / DENTAL OFFICE,False,False,1832,18,42.0,8.0,08A,1175809.0,1905213.0,2026,01/21/2026 03:43:01 PM,41.895273434,-87.629741563,"(41.895273434, -87.629741563)",1,January,Tuesday,13
14087794,JK121195,2026-01-13 12:00:00,063XX N NAGLE AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,CONVENIENCE STORE,False,False,1611,16,45.0,10.0,11,1132627.0,1941621.0,2026,01/21/2026 03:43:01 PM,41.996043193,-87.787488548,"(41.996043193, -87.787488548)",1,January,Tuesday,12
14082599,JK114033,2026-01-13 12:00:00,002XX S WACKER DR,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER (SPECIFY),False,False,122,1,42.0,32.0,11,1173971.0,1899133.0,2026,01/21/2026 03:43:01 PM,41.878630716,-87.636673298,"(41.878630716, -87.636673298)",1,January,Tuesday,12
14082282,JK113497,2026-01-13 11:47:00,050XX W DIVERSEY AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,COMMERCIAL / BUSINESS OFFICE,False,False,2521,25,31.0,19.0,08A,1142326.0,1918147.0,2026,01/21/2026 03:43:01 PM,41.931453361,-87.752395339,"(41.931453361, -87.752395339)",1,January,Tuesday,11
14082166,JK113414,2026-01-13 10:19:00,010XX W MONROE ST,1242,DECEPTIVE PRACTICE,COMPUTER FRAUD,RESIDENCE,False,False,1232,12,34.0,28.0,11,1169428.0,1899737.0,2026,01/21/2026 03:43:01 PM,41.880388116,-87.653336582,"(41.880388116, -87.653336582)",1,January,Tuesday,10
14082146,JK113452,2026-01-13 09:01:00,117XX S MAPLEWOOD AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,False,False,2212,22,19.0,75.0,11,1161506.0,1826544.0,2026,01/21/2026 03:43:01 PM,41.679705065,-87.684453334,"(41.679705065, -87.684453334)",1,January,Tuesday,9
14087074,JK119562,2026-01-13 07:00:00,018XX W FOSTER AVE,1242,DECEPTIVE PRACTICE,COMPUTER FRAUD,OTHER (SPECIFY),False,False,2012,20,40.0,4.0,11,1163053.0,1934562.0,2026,01/21/2026 03:43:01 PM,41.976086292,-87.675764191,"(41.976086292, -87.675764191)",1,January,Tuesday,7
14081854,JK113096,2026-01-13 02:30:00,012XX N LECLAIRE AVE,502P,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,False,False,2533,25,37.0,25.0,26,1142143.0,1907595.0,2026,01/21/2026 03:43:01 PM,41.902500943,-87.753330088,"(41.902500943, -87.753330088)",1,January,Tuesday,2
14082123,JK113436,2026-01-12 21:45:00,118XX S PRINCETON AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,522,5,21.0,53.0,08A,1176412.0,1826375.0,2026,01/20/2026 03:42:14 PM,41.678920293,-87.629895884,"(41.678920293, -87.629895884)",1,January,Monday,21
14081968,JK113038,2026-01-12 19:45:00,083XX S INGLESIDE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,True,632,6,8.0,44.0,08A,1184004.0,1849938.0,2026,01/20/2026 03:42:14 PM,41.743406605,-87.601373206,"(41.743406605, -87.601373206)",1,January,Monday,19
14081916,JK112991,2026-01-12 16:00:00,008XX N HOMAN AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,1121,11,27.0,23.0,08A,1153552.0,1905588.0,2026,01/20/2026 03:42:14 PM,41.896774228,-87.711476072,"(41.896774228, -87.711476072)",1,January,Monday,16
14082455,JK113892,2026-01-12 15:44:00,088XX S HOUSTON AVE,1242,DECEPTIVE PRACTICE,COMPUTER FRAUD,OTHER (SPECIFY),False,False,424,4,10.0,46.0,11,1198058.0,1846884.0,2026,01/20/2026 03:42:14 PM,41.734686615,-87.549981367,"(41.734686615, -87.549981367)",1,January,Monday,15
14081474,JK112812,2026-01-12 15:19:00,103XX S SANGAMON ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,2232,22,21.0,73.0,08A,1171810.0,1836207.0,2026,01/20/2026 03:42:14 PM,41.706002726,-87.646454023,"(41.706002726, -87.646454023)",1,January,Monday,15
14081340,JK112563,2026-01-12 15:15:00,014XX S INDIANA AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,STREET,False,False,132,1,3.0,33.0,11,1177891.0,1893495.0,2026,01/20/2026 03:42:14 PM,41.863071498,-87.622451464,"(41.863071498, -87.622451464)",1,January,Monday,15
14081608,JK112543,2026-01-12 15:04:00,059XX W RICE ST,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,True,1511,15,29.0,25.0,08A,1136733.0,1905061.0,2026,01/20/2026 03:42:14 PM,41.895645982,-87.773262983,"(41.895645982, -87.773262983)",1,January,Monday,15
14082708,JK113914,2026-01-12 15:02:00,034XX W JACKSON BLVD,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER (SPECIFY),False,False,1123,11,28.0,27.0,11,1153464.0,1898477.0,2026,01/20/2026 03:42:14 PM,41.877262677,-87.711988396,"(41.877262677, -87.711988396)",1,January,Monday,15
14081575,JK112449,2026-01-12 14:14:00,071XX N CLARK ST,502P,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,False,False,2424,24,49.0,1.0,26,1163294.0,1947590.0,2026,01/20/2026 03:42:14 PM,42.011830429,-87.674509352,"(42.011830429, -87.674509352)",1,January,Monday,14
14082369,JK113399,2026-01-12 13:30:00,041XX W 47TH ST,1242,DECEPTIVE PRACTICE,COMPUTER FRAUD,CURRENCY EXCHANGE,False,False,815,8,14.0,57.0,11,1149696.0,1873150.0,2026,01/20/2026 03:42:14 PM,41.807836132,-87.726480612,"(41.807836132, -87.726480612)",1,January,Monday,13
14081476,JK112639,2026-01-12 12:00:00,079XX S DOBSON AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,624,6,8.0,44.0,08A,1184603.0,1852495.0,2026,01/20/2026 03:42:14 PM,41.750409276,-87.599098513,"(41.750409276, -87.599098513)",1,January,Monday,12
14080919,JK111908,2026-01-12 02:45:00,023XX W 91ST ST,502P,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,False,False,2221,22,19.0,72.0,26,1162484.0,1844246.0,2026,01/20/2026 03:42:14 PM,41.728262126,-87.680382104,"(41.728262126, -87.680382104)",1,January,Monday,2
14086398,JK118552,2026-01-12 02:10:00,032XX W Lexington St,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,False,False,1134,11,24.0,27.0,11,1154801.0,1896519.0,2026,01/20/2026 03:42:14 PM,41.871863056,-87.707131734,"(41.871863056, -87.707131734)",1,January,Monday,2
14080878,JK111884,2026-01-12 01:00:00,103XX S WOOD ST,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,True,2212,22,19.0,72.0,08A,1166176.0,1836145.0,2026,01/20/2026 03:42:14 PM,41.705954054,-87.667087163,"(41.705954054, -87.667087163)",1,January,Monday,1
14080850,JK111862,2026-01-12 00:30:00,013XX S KILDARE AVE,502P,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,False,False,1011,10,24.0,29.0,26,1147928.0,1893526.0,2026,01/20/2026 03:42:14 PM,41.863784721,-87.732442455,"(41.863784721, -87.732442455)",1,January,Monday,0
14083068,JK114693,2026-01-12 00:01:00,014XX E 69TH PL,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,332,3,5.0,43.0,08A,1187344.0,1859206.0,2026,01/20/2026 03:42:14 PM,41.768760249,-87.588841537,"(41.768760249, -87.588841537)",1,January,Monday,0
14080847,JK111853,2026-01-11 23:30:00,073XX S CLAREMONT AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,True,835,8,18.0,66.0,08A,1162005.0,1856012.0,2026,01/19/2026 03:42:19 PM,41.76055979,-87.681810449,"(41.76055979, -87.681810449)",1,January,Sunday,23
14080617,JK111677,2026-01-11 17:42:00,066XX N SEELEY AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,2412,24,40.0,2.0,08A,1161425.0,1944146.0,2026,01/19/2026 03:42:19 PM,42.002419265,-87.68148272,"(42.002419265, -87.68148272)",1,January,Sunday,17
14080604,JK111711,2026-01-11 17:36:00,026XX S INDIANA AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,133,1,4.0,35.0,08A,1178033.0,1887015.0,2026,01/19/2026 03:42:19 PM,41.84528672,-87.622127226,"(41.84528672, -87.622127226)",1,January,Sunday,17
14082662,JK113549,2026-01-11 17:30:00,025XX W ARMITAGE AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,ATHLETIC CLUB,False,False,1431,14,1.0,22.0,11,1159074.0,1913198.0,2026,01/19/2026 03:42:19 PM,41.917545057,-87.690985312,"(41.917545057, -87.690985312)",1,January,Sunday,17
14080992,JK111991,2026-01-11 17:10:00,009XX N MICHIGAN AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,DEPARTMENT STORE,False,False,1833,18,2.0,8.0,11,1177320.0,1906851.0,2026,01/19/2026 03:42:19 PM,41.899734047,-87.624142375,"(41.899734047, -87.624142375)",1,January,Sunday,17
14080536,JK111584,2026-01-11 16:35:00,024XX W BIRCHWOOD AVE,0583,STALKING,CYBERSTALKING,VEHICLE - COMMERCIAL,False,True,2411,24,50.0,2.0,08A,1158592.0,1949688.0,2026,01/19/2026 03:42:19 PM,42.017685397,-87.691752269,"(42.017685397, -87.691752269)",1,January,Sunday,16
14080507,JK111543,2026-01-11 15:58:00,060XX W 63RD ST,502P,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,True,False,812,8,13.0,64.0,26,1137045.0,1862130.0,2026,01/19/2026 03:42:19 PM,41.777831071,-87.773145382,"(41.777831071, -87.773145382)",1,January,Sunday,15
14082313,JK113712,2026-01-11 15:51:00,006XX N LA SALLE DR,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,DEPARTMENT STORE,False,False,1832,18,42.0,8.0,11,1175023.0,1904549.0,2026,01/19/2026 03:42:19 PM,41.893469034,-87.632648229,"(41.893469034, -87.632648229)",1,January,Sunday,15
14080244,JK111129,2026-01-11 07:30:00,021XX N MILWAUKEE AVE,502P,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,True,False,1431,14,1.0,22.0,26,1158528.0,1914168.0,2026,01/19/2026 03:42:19 PM,41.920218014,-87.692964723,"(41.920218014, -87.692964723)",1,January,Sunday,7
14084967,JK117536,2026-01-11 06:00:00,022XX W SHAKESPEARE AVE,1242,DECEPTIVE PRACTICE,COMPUTER FRAUD,APARTMENT,False,False,1432,14,32.0,22.0,11,1161157.0,1914360.0,2026,01/19/2026 03:42:19 PM,41.920690599,-87.683299951,"(41.920690599, -87.683299951)",1,January,Sunday,6
14082716,JK113946,2026-01-11 05:15:00,015XX S Michigan Ave,1242,DECEPTIVE PRACTICE,COMPUTER FRAUD,SPORTS ARENA / STADIUM,False,False,131,1,3.0,33.0,11,1177467.0,1892977.0,2026,01/19/2026 03:42:19 PM,41.861659696,-87.62402362,"(41.861659696, -87.62402362)",1,January,Sunday,5
14080079,JK111013,2026-01-11 03:28:00,009XX W 84TH ST,502P,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,False,False,613,6,17.0,71.0,26,1171566.0,1849135.0,2026,01/19/2026 03:42:19 PM,41.741484351,-87.646970077,"(41.741484351, -87.646970077)",1,January,Sunday,3
14083756,JK115948,2026-01-11 02:00:00,032XX W IRVING PARK RD,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,BANK,False,False,1724,17,33.0,16.0,11,1154235.0,1926417.0,2026,01/19/2026 03:42:19 PM,41.953917073,-87.708409974,"(41.953917073, -87.708409974)",1,January,Sunday,2
14083532,JK110941,2026-01-11 01:20:00,033XX W ARTHINGTON ST,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,1134,11,24.0,29.0,08A,1154345.0,1895847.0,2026,01/19/2026 03:42:19 PM,41.870028132,-87.708823855,"(41.870028132, -87.708823855)",1,January,Sunday,1
14080041,JK110989,2026-01-11 01:20:00,059XX N MULLIGAN AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,1622,16,45.0,10.0,08A,1132937.0,1939017.0,2026,01/19/2026 03:42:19 PM,41.988892163,-87.786409357,"(41.988892163, -87.786409357)",1,January,Sunday,1
14081661,JK112631,2026-01-11 01:05:00,029XX N CENTRAL PARK AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,BAR OR TAVERN,False,False,2523,25,35.0,21.0,11,1151881.0,1919264.0,2026,01/19/2026 03:42:19 PM,41.934335473,-87.717252597,"(41.934335473, -87.717252597)",1,January,Sunday,1
14080707,JK111131,2026-01-10 20:28:00,033XX W Fullerton Ave,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,SMALL RETAIL STORE,False,False,1413,14,35.0,22.0,11,1153545.0,1915755.0,2026,01/18/2026 03:42:08 PM,41.924673521,-87.711230943,"(41.924673521, -87.711230943)",1,January,Saturday,20
14079834,JK110794,2026-01-10 17:00:00,0000X E BELLEVUE PL,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,SMALL RETAIL STORE,False,False,1824,18,42.0,8.0,11,1176461.0,1907515.0,2026,01/18/2026 03:42:08 PM,41.901575537,-87.627277377,"(41.901575537, -87.627277377)",1,January,Saturday,17
14081282,JK112506,2026-01-10 15:53:00,027XX W WASHINGTON BLVD,1242,DECEPTIVE PRACTICE,COMPUTER FRAUD,APARTMENT,False,False,1222,12,27.0,27.0,11,1158019.0,1900568.0,2026,01/18/2026 03:42:08 PM,41.882908875,-87.695206577,"(41.882908875, -87.695206577)",1,January,Saturday,15
14079613,JK110405,2026-01-10 13:57:00,004XX E 79TH ST,502P,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,True,False,624,6,6.0,69.0,26,1180358.0,1852718.0,2026,01/18/2026 03:42:08 PM,41.751119567,-87.614647172,"(41.751119567, -87.614647172)",1,January,Saturday,13
14084026,JK116401,2026-01-10 13:00:00,033XX W MADISON ST,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,True,1124,11,28.0,27.0,08A,1154087.0,1899818.0,2026,01/18/2026 03:42:08 PM,41.880930121,-87.709665123,"(41.880930121, -87.709665123)",1,January,Saturday,13
14079891,JK110475,2026-01-10 13:00:00,0000X E LAKE ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESTAURANT,False,False,111,1,42.0,32.0,11,1176970.0,1901745.0,2026,01/18/2026 03:42:08 PM,41.88573086,-87.625582609,"(41.88573086, -87.625582609)",1,January,Saturday,13
14079577,JK110305,2026-01-10 12:10:00,082XX S VINCENNES AVE,502P,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,DRIVEWAY - RESIDENTIAL,True,False,622,6,6.0,44.0,26,1174604.0,1850327.0,2026,01/18/2026 03:42:08 PM,41.74468832,-87.635803625,"(41.74468832, -87.635803625)",1,January,Saturday,12
14082444,JK113741,2026-01-10 12:00:00,039XX W 84TH ST,2820,OTHER OFFENSE,TELEPHONE THREAT,OTHER (SPECIFY),False,False,834,8,18.0,70.0,08A,1151559.0,1848578.0,2026,01/18/2026 03:42:08 PM,41.740370354,-87.720289977,"(41.740370354, -87.720289977)",1,January,Saturday,12
14082379,JK113700,2026-01-10 10:40:00,032XX S MAY ST,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,913,9,11.0,60.0,08A,1169176.0,1883380.0,2026,01/18/2026 03:42:08 PM,41.835508619,-87.654736589,"(41.835508619, -87.654736589)",1,January,Saturday,10
14082709,JK113985,2026-01-10 03:00:00,002XX W NORTH AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,ATM (AUTOMATIC TELLER MACHINE),False,False,1814,18,2.0,7.0,11,1174063.0,1910985.0,2026,01/18/2026 03:42:08 PM,41.911151209,-87.63598179,"(41.911151209, -87.63598179)",1,January,Saturday,3
14079354,JK110120,2026-01-10 00:02:00,034XX S HALSTED ST,1242,DECEPTIVE PRACTICE,COMPUTER FRAUD,OTHER (SPECIFY),False,False,913,9,11.0,60.0,11,1171535.0,1881923.0,2026,01/18/2026 03:42:08 PM,41.831459013,-87.646123467,"(41.831459013, -87.646123467)",1,January,Saturday,0
14085943,JK117700,2026-01-10 00:00:00,038XX N BERNARD ST,0583,STALKING,CYBERSTALKING,RESIDENCE,False,True,1732,17,35.0,16.0,08A,1152712.0,1925373.0,2026,01/20/2026 03:41:16 PM,41.951082602,-87.714036461,"(41.951082602, -87.714036461)",1,January,Saturday,0
14079235,JK109924,2026-01-09 23:41:00,001XX E 68TH ST,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,322,3,6.0,69.0,08A,1178469.0,1859963.0,2026,01/17/2026 03:53:07 PM,41.771043739,-87.62134962,"(41.771043739, -87.62134962)",1,January,Friday,23
14080719,JK111392,2026-01-09 23:30:00,033XX N HALSTED ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,BAR OR TAVERN,False,False,1924,19,44.0,6.0,11,1170335.0,1922325.0,2026,01/17/2026 03:53:07 PM,41.942351064,-87.649344776,"(41.942351064, -87.649344776)",1,January,Friday,23
14079622,JK110522,2026-01-09 21:46:00,068XX S ABERDEEN ST,1242,DECEPTIVE PRACTICE,COMPUTER FRAUD,RESIDENCE,False,False,724,7,16.0,68.0,11,1170161.0,1859502.0,2026,01/17/2026 03:53:07 PM,41.769963393,-87.651817026,"(41.769963393, -87.651817026)",1,January,Friday,21
14079018,JK109823,2026-01-09 20:30:00,066XX S ASHLAND AVE,502P,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,True,False,725,7,16.0,67.0,26,1166815.0,1860637.0,2026,01/17/2026 03:53:07 PM,41.773150082,-87.66404967,"(41.773150082, -87.66404967)",1,January,Friday,20
14079045,JK109777,2026-01-09 18:51:00,071XX S ASHLAND AVE,502P,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,True,False,735,7,17.0,67.0,26,1166918.0,1857430.0,2026,01/17/2026 03:53:07 PM,41.764347453,-87.663763616,"(41.764347453, -87.663763616)",1,January,Friday,18
14078894,JK109711,2026-01-09 18:24:00,024XX W 63RD ST,502P,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,True,False,825,8,16.0,66.0,26,1161333.0,1862817.0,2026,01/17/2026 03:53:07 PM,41.779247618,-87.684085098,"(41.779247618, -87.684085098)",1,January,Friday,18
14078932,JK109737,2026-01-09 17:00:00,008XX E 63RD ST,2820,OTHER OFFENSE,TELEPHONE THREAT,STREET,False,True,313,3,20.0,42.0,08A,1182734.0,1863414.0,2026,01/17/2026 03:53:07 PM,41.780415657,-87.605608794,"(41.780415657, -87.605608794)",1,January,Friday,17
14079161,JK109830,2026-01-09 16:39:00,022XX N LOCKWOOD AVE,1242,DECEPTIVE PRACTICE,COMPUTER FRAUD,APARTMENT,False,False,2515,25,36.0,19.0,11,1140685.0,1914405.0,2026,01/17/2026 03:53:07 PM,41.921215273,-87.758517994,"(41.921215273, -87.758517994)",1,January,Friday,16
14078623,JK109314,2026-01-09 13:38:00,071XX S JEFFERY BLVD,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,True,333,3,5.0,43.0,08A,1190785.0,1857840.0,2026,01/17/2026 03:53:07 PM,41.764929409,-87.576272815,"(41.764929409, -87.576272815)",1,January,Friday,13
14078605,JK109236,2026-01-09 12:00:00,048XX N ROCKWELL ST,4389,OTHER OFFENSE,VIOLATION GPS MONITORING DEVICE,APARTMENT,False,True,2031,20,40.0,4.0,26,1158163.0,1932015.0,2026,01/17/2026 03:53:07 PM,41.96919879,-87.693816565,"(41.96919879, -87.693816565)",1,January,Friday,12
14078796,JK109622,2026-01-09 12:00:00,001XX S CLARK ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,STREET,False,False,112,1,34.0,32.0,11,1175558.0,1899605.0,2026,01/17/2026 03:53:07 PM,41.879890416,-87.630832031,"(41.879890416, -87.630832031)",1,January,Friday,12
